"GP","mean_change_loadings_CD4","mean_change_loadings_CD8","AveExpr_CD4","AveExpr_CD8","d_CD4","d_CD8","Ratio_CD8_CD4"
"GP172",-3.6745635217628e-05,2.39467820409084e-07,3.8104698339112e-05,1.25922656371084e-05,-0.00933293971969051,6.08218831827808e-05,-0.0065169051777394
"GP173",0.000406553183330158,-0.00130106096038483,0.00293742059188946,0.00221772381315054,0.0142960159208551,-0.045750442909605,-3.20022327639296
"GP174",0.046424642054883,0.0100570673795151,0.0744458041100815,0.0628141130546949,0.663670377770133,0.143772303061202,0.216632093094562
"GP175",1.06736163744336e-06,-4.86582597804972e-06,1.90599847850417e-06,3.47442278541301e-06,0.00128467170813144,-0.00585648645351767,-4.5587416741947
"GP176",0.00300375541456594,0.0263468946714806,0.00135350791298954,0.0109183916509073,0.075817741901483,0.665021542839744,8.7713182450602
"GP177",0.0339087659368737,0.00459470868044373,0.011622264793132,0.00204251556876011,0.87345019277437,0.118354327318987,0.135502090786715
"GP178",2.32902005561017e-05,0.000184955814029659,1.07500763816646e-05,6.71874469931211e-05,0.00473092771079586,0.0375699893076481,7.94135772185111
"GP179",-1.85852301650083e-08,1.93726094503291e-06,3.05671921401353e-07,7.0394496678706e-07,-9.98886883848032e-05,0.0104120558712679,-104.236586140338
"GP180",0.00032776003884323,0.00465715439206284,0.000131728280232132,0.00238338320334779,0.015974911737375,0.226988105759034,14.2090366125762
"GP181",0.0329726244423293,0.139163248845815,0.0114784885743152,0.0523733631244233,0.327263367005525,1.38123774346098,4.22056937230516
"GP182",0.00392151710166844,0.0115747499487359,0.00149754399747117,0.00450461138036532,0.109168695630632,0.322222324012465,2.95160001822034
"GP183",5.52216422666636e-05,0.0014462175750111,6.68168148229406e-05,0.000583366963941094,0.00462784966625827,0.121200262200321,26.1893257000101
"GP184",0.000785483727832542,0.000533257563438386,0.000386189553189002,0.000319537642928746,0.100441812304499,0.0681890078673298,0.678890656220026
"GP185",0.000525746787289083,1.13921822329721e-05,0.000181065357386186,4.13844915111905e-06,0.0725326538352868,0.00157167904837491,0.0216685722260212
"GP186",-1.30508139109564e-05,6.61448874311373e-12,8.8043575843233e-06,2.53709885045287e-09,-0.00604195020877836,3.06221603611e-09,-5.06825764909632e-07
"GP187",0.0037455323923938,5.07738481709325e-05,0.00131519566046728,6.69742767505658e-05,0.228891074565875,0.0031028114164197,0.0135558427619104
"GP188",-8.77570681353886e-06,3.55690404657387e-06,3.09954889287465e-05,3.14466323752055e-05,-0.00206585550784386,0.000837317149673963,-0.405312543154519
